time,phase,queue_veh_N_Through,queue_pcu_N_Through,queue_veh_S_Through,queue_pcu_S_Through,queue_veh_E_Through,queue_pcu_E_Through,queue_veh_W_Through,queue_pcu_W_Through
2424,EW_GREEN,5,6.0,4,7.0,0,0.0,0,0.0
2425,EW_GREEN,5,6.0,4,7.0,0,0.0,0,0.0
2426,EW_GREEN,5,6.0,6,9.0,0,0.0,0,0.0
2427,EW_GREEN,5,6.0,6,9.0,0,0.0,0,0.0
2428,EW_GREEN,5,6.0,6,9.0,0,0.0,0,0.0
2429,EW_GREEN,6,7.0,7,10.0,0,0.0,0,0.0
2430,EW_GREEN,6,7.0,8,11.0,0,0.0,0,0.0
2431,EW_GREEN,6,7.0,9,12.0,0,0.0,0,0.0
2432,EW_GREEN,6,7.0,9,12.0,0,0.0,0,0.0
2433,EW_GREEN,6,7.0,10,13.0,0,0.0,0,0.0
2434,EW_GREEN,6,7.0,10,13.0,0,0.0,0,0.0
2435,EW_GREEN,6,7.0,10,13.0,0,0.0,0,0.0
2436,EW_YELLOW,7,9.0,11,14.0,0,0.0,0,0.0
2437,EW_YELLOW,7,9.0,12,15.0,1,2.0,0,0.0
2438,EW_YELLOW,7,9.0,12,15.0,1,2.0,0,0.0
2439,EW_YELLOW,7,9.0,12,15.0,1,2.0,0,0.0
2440,NS_GREEN,6,8.0,11,14.0,1,2.0,0,0.0
2441,NS_GREEN,5,7.0,10,11.0,1,2.0,0,0.0
2442,NS_GREEN,4,6.0,10,10.0,2,3.0,1,3.0
2443,NS_GREEN,4,6.0,9,9.0,2,3.0,1,3.0
2444,NS_GREEN,3,4.0,9,9.0,2,3.0,1,3.0
2445,NS_GREEN,3,4.0,8,8.0,2,3.0,1,3.0
2446,NS_GREEN,2,2.0,7,7.0,2,3.0,1,3.0
2447,NS_GREEN,1,1.0,7,7.0,2,3.0,1,3.0
2448,NS_GREEN,0,0.0,6,6.0,2,3.0,2,4.0
2449,NS_GREEN,0,0.0,5,5.0,2,3.0,2,4.0
2450,NS_GREEN,0,0.0,4,4.0,2,3.0,2,4.0
2451,NS_GREEN,0,0.0,3,3.0,2,3.0,3,5.0
2452,NS_GREEN,0,0.0,2,2.0,2,3.0,3,5.0
2453,NS_GREEN,0,0.0,2,4.0,2,3.0,3,5.0
2454,NS_GREEN,0,0.0,2,4.0,2,3.0,3,5.0
2455,NS_GREEN,0,0.0,1,1.0,2,3.0,3,5.0
2456,NS_GREEN,0,0.0,0,0.0,2,3.0,3,5.0
2457,NS_GREEN,0,0.0,0,0.0,2,3.0,3,5.0
2458,NS_GREEN,0,0.0,0,0.0,2,3.0,3,5.0
2459,NS_GREEN,0,0.0,0,0.0,2,3.0,3,5.0
2460,NS_GREEN,0,0.0,0,0.0,2,3.0,3,5.0
2461,NS_GREEN,0,0.0,0,0.0,2,3.0,3,5.0
2462,NS_GREEN,0,0.0,0,0.0,2,3.0,3,5.0
2463,NS_GREEN,0,0.0,0,0.0,3,4.0,3,5.0
2464,NS_YELLOW,0,0.0,0,0.0,4,5.0,4,6.0
2465,NS_YELLOW,0,0.0,0,0.0,5,6.0,4,6.0
2466,NS_YELLOW,2,2.5,0,0.0,5,6.0,4,6.0
2467,NS_YELLOW,3,3.5,0,0.0,5,6.0,5,7.0
2468,EW_GREEN,3,3.5,1,1.0,4,4.0,5,5.0
2469,EW_GREEN,3,3.5,2,4.0,3,3.0,4,4.0
2470,EW_GREEN,3,3.5,4,8.0,2,2.0,3,3.0
2471,EW_GREEN,3,3.5,4,8.0,2,2.5,2,2.0
2472,EW_GREEN,3,3.5,4,8.0,1,1.5,1,1.0
2473,EW_GREEN,4,6.5,5,9.0,0,0.0,0,0.0
2474,EW_GREEN,6,8.5,5,9.0,0,0.0,0,0.0
2475,EW_GREEN,6,8.5,6,10.5,0,0.0,0,0.0
2476,EW_GREEN,6,8.5,6,10.5,0,0.0,0,0.0
2477,EW_GREEN,8,11.0,6,10.5,0,0.0,0,0.0
2478,EW_GREEN,9,12.5,6,10.5,0,0.0,0,0.0
2479,EW_GREEN,9,12.5,6,10.5,0,0.0,0,0.0
2480,EW_GREEN,9,12.5,8,12.5,0,0.0,0,0.0
2481,EW_GREEN,9,12.5,8,12.5,0,0.0,0,0.0
2482,EW_GREEN,10,14.0,8,12.5,0,0.0,0,0.0
2483,EW_GREEN,10,14.0,9,13.5,0,0.0,0,0.0
2484,EW_GREEN,10,14.0,9,13.5,0,0.0,0,0.0
2485,EW_GREEN,10,14.0,10,14.5,0,0.0,0,0.0
2486,EW_GREEN,11,15.0,10,14.5,0,0.0,0,0.0
2487,EW_GREEN,11,15.0,11,16.0,0,0.0,0,0.0
2488,EW_YELLOW,11,15.0,11,16.0,0,0.0,0,0.0
2489,EW_YELLOW,11,15.0,13,18.0,1,1.0,0,0.0
2490,EW_YELLOW,11,15.0,14,20.0,1,1.0,1,1.5
2491,EW_YELLOW,12,16.5,14,20.0,3,3.0,1,1.5
2492,NS_GREEN,11,15.5,13,19.0,3,3.0,1,1.5
2493,NS_GREEN,10,14.0,12,16.0,3,3.0,1,1.5
2494,NS_GREEN,10,16.0,11,13.0,3,3.0,1,1.5
2495,NS_GREEN,9,13.0,11,13.0,3,3.0,1,1.5
2496,NS_GREEN,11,16.0,10,12.0,3,3.0,1,1.5
2497,NS_GREEN,11,16.0,10,11.5,4,4.0,1,1.5
2498,NS_GREEN,10,15.0,10,12.0,4,4.0,1,1.5
2499,NS_GREEN,9,13.5,9,11.0,4,4.0,1,1.5
2500,NS_GREEN,8,12.0,8,10.0,4,4.0,1,1.5
2501,NS_GREEN,8,12.5,7,9.0,4,4.0,1,1.5
2502,NS_GREEN,8,14.5,6,7.5,4,4.0,2,2.5
2503,NS_GREEN,7,13.0,6,8.0,4,4.0,2,2.5
2504,NS_GREEN,6,10.0,5,7.0,4,4.0,2,2.5
2505,NS_GREEN,5,9.0,5,6.0,5,5.0,2,2.5
2506,NS_GREEN,4,7.0,4,5.0,5,5.0,2,2.5
2507,NS_GREEN,3,6.0,3,4.0,5,5.0,2,2.5
2508,NS_GREEN,2,5.0,2,2.5,5,5.0,2,2.5
2509,NS_GREEN,1,3.0,2,2.0,5,5.0,2,2.5
2510,NS_GREEN,0,0.0,2,2.5,5,5.0,2,2.5
2511,NS_GREEN,0,0.0,1,1.5,5,5.0,2,2.5
2512,NS_GREEN,0,0.0,0,0.0,6,7.0,2,2.5
2513,NS_YELLOW,0,0.0,0,0.0,6,7.0,2,2.5
2514,NS_YELLOW,0,0.0,0,0.0,6,7.0,2,2.5
2515,NS_YELLOW,0,0.0,0,0.0,6,7.0,2,2.5
2516,NS_YELLOW,0,0.0,0,0.0,6,7.0,2,2.5
2517,EW_GREEN,0,0.0,0,0.0,5,6.0,1,1.0
2518,EW_GREEN,0,0.0,1,1.0,4,5.0,0,0.0
2519,EW_GREEN,0,0.0,2,2.0,3,4.0,0,0.0
2520,EW_GREEN,0,0.0,2,2.0,2,3.0,0,0.0
2521,EW_GREEN,0,0.0,2,2.0,1,2.0,0,0.0
2522,EW_GREEN,0,0.0,2,2.0,0,0.0,0,0.0
2523,EW_GREEN,0,0.0,2,2.0,0,0.0,0,0.0
2524,EW_GREEN,0,0.0,2,2.0,0,0.0,0,0.0
2525,EW_GREEN,0,0.0,2,2.0,0,0.0,0,0.0
2526,EW_GREEN,1,3.0,2,2.0,0,0.0,0,0.0
2527,EW_GREEN,1,3.0,2,2.0,0,0.0,0,0.0
2528,EW_GREEN,1,3.0,3,4.0,0,0.0,0,0.0
2529,EW_GREEN,1,3.0,3,4.0,0,0.0,0,0.0
2530,EW_GREEN,1,3.0,4,5.0,0,0.0,0,0.0
2531,EW_GREEN,1,3.0,4,5.0,0,0.0,0,0.0
2532,EW_GREEN,1,3.0,5,6.0,0,0.0,0,0.0
2533,EW_GREEN,1,3.0,6,7.0,0,0.0,0,0.0
2534,EW_GREEN,2,4.0,6,7.0,0,0.0,0,0.0
2535,EW_GREEN,2,4.0,6,7.0,0,0.0,0,0.0
2536,EW_GREEN,2,4.0,6,7.0,0,0.0,0,0.0
2537,EW_YELLOW,3,5.5,6,7.0,0,0.0,0,0.0
2538,EW_YELLOW,3,5.5,6,7.0,0,0.0,0,0.0
2539,EW_YELLOW,3,5.5,6,7.0,1,1.0,0,0.0
2540,EW_YELLOW,3,5.5,6,7.0,1,1.0,0,0.0
2541,NS_GREEN,2,2.5,5,6.0,1,1.0,0,0.0
2542,NS_GREEN,1,1.5,4,5.0,1,1.0,0,0.0
2543,NS_GREEN,0,0.0,3,3.0,1,1.0,0,0.0
2544,NS_GREEN,0,0.0,3,3.0,1,1.0,1,1.5
2545,NS_GREEN,0,0.0,2,2.0,1,1.0,1,1.5
2546,NS_GREEN,0,0.0,1,1.0,1,1.0,2,2.5
2547,NS_GREEN,0,0.0,0,0.0,1,1.0,2,2.5
2548,NS_GREEN,0,0.0,0,0.0,1,1.0,2,2.5
2549,NS_GREEN,0,0.0,0,0.0,1,1.0,2,2.5
2550,NS_GREEN,0,0.0,0,0.0,1,1.0,3,3.5
2551,NS_GREEN,0,0.0,2,2.0,1,1.0,4,5.0
2552,NS_GREEN,0,0.0,1,1.0,2,4.0,4,5.0
2553,NS_GREEN,0,0.0,1,1.0,2,4.0,6,7.5
2554,NS_GREEN,0,0.0,0,0.0,2,4.0,7,9.5
2555,NS_GREEN,0,0.0,0,0.0,2,4.0,7,9.5
2556,NS_GREEN,0,0.0,0,0.0,2,4.0,8,10.5
2557,NS_GREEN,0,0.0,0,0.0,2,4.0,8,10.5
2558,NS_GREEN,0,0.0,0,0.0,2,4.0,8,10.5
2559,NS_GREEN,0,0.0,0,0.0,2,4.0,8,10.5
2560,NS_GREEN,0,0.0,0,0.0,2,4.0,8,10.5
2561,NS_YELLOW,0,0.0,0,0.0,3,5.0,8,10.5
2562,NS_YELLOW,0,0.0,0,0.0,4,6.0,8,10.5
2563,NS_YELLOW,0,0.0,1,1.0,4,6.0,8,10.5
2564,NS_YELLOW,0,0.0,3,3.5,4,6.0,9,13.5
2565,EW_GREEN,1,1.5,4,4.5,3,5.0,8,12.0
2566,EW_GREEN,1,1.5,4,4.5,2,2.0,7,11.0
2567,EW_GREEN,1,1.5,4,4.5,1,1.0,6,10.0
2568,EW_GREEN,1,1.5,4,4.5,0,0.0,5,8.5
2569,EW_GREEN,1,1.5,4,4.5,0,0.0,4,7.5
2570,EW_GREEN,1,1.5,4,4.5,0,0.0,3,6.0
2571,EW_GREEN,1,1.5,4,4.5,0,0.0,2,4.0
2572,EW_GREEN,1,1.5,4,4.5,0,0.0,1,3.0
2573,EW_GREEN,1,1.5,4,4.5,0,0.0,0,0.0
2574,EW_GREEN,1,1.5,4,4.5,0,0.0,0,0.0
2575,EW_GREEN,1,1.5,5,5.5,0,0.0,0,0.0
2576,EW_GREEN,2,2.5,5,5.5,0,0.0,0,0.0
2577,EW_GREEN,2,2.5,5,5.5,0,0.0,0,0.0
2578,EW_GREEN,2,2.5,5,5.5,0,0.0,0,0.0
2579,EW_GREEN,2,2.5,6,6.5,0,0.0,0,0.0
2580,EW_GREEN,2,2.5,7,8.0,0,0.0,0,0.0
2581,EW_GREEN,3,3.5,7,8.0,0,0.0,0,0.0
2582,EW_GREEN,3,3.5,7,8.0,0,0.0,0,0.0
2583,EW_GREEN,3,3.5,8,9.0,0,0.0,0,0.0
2584,EW_GREEN,3,3.5,8,9.0,0,0.0,0,0.0
2585,EW_YELLOW,3,3.5,8,9.0,0,0.0,0,0.0
2586,EW_YELLOW,3,3.5,8,9.0,0,0.0,0,0.0
2587,EW_YELLOW,4,4.5,8,9.0,1,1.0,0,0.0
2588,EW_YELLOW,4,4.5,8,9.0,1,1.0,0,0.0
2589,NS_GREEN,5,7.0,7,8.0,2,2.0,0,0.0
2590,NS_GREEN,5,7.5,6,7.0,2,2.0,0,0.0
2591,NS_GREEN,6,8.5,5,5.5,2,2.0,0,0.0
2592,NS_GREEN,5,7.5,4,4.5,2,2.0,0,0.0
2593,NS_GREEN,4,6.5,3,3.5,2,2.0,1,1.0
2594,NS_GREEN,4,4.5,2,2.5,4,4.0,1,1.0
2595,NS_GREEN,3,3.0,2,3.0,4,4.0,1,1.0
2596,NS_GREEN,2,2.0,1,2.0,4,4.0,1,1.0
2597,NS_GREEN,2,2.5,0,0.0,4,4.0,1,1.0
2598,NS_GREEN,1,1.5,0,0.0,4,4.0,1,1.0
2599,NS_GREEN,0,0.0,0,0.0,4,4.0,1,1.0
2600,NS_GREEN,0,0.0,0,0.0,4,4.0,1,1.0
2601,NS_GREEN,0,0.0,0,0.0,4,4.0,1,1.0
2602,NS_GREEN,0,0.0,0,0.0,5,5.0,1,1.0
2603,NS_GREEN,0,0.0,0,0.0,5,5.0,2,2.5
2604,NS_GREEN,0,0.0,0,0.0,5,5.0,2,2.5
2605,NS_GREEN,3,4.0,0,0.0,5,5.0,2,2.5
2606,NS_GREEN,2,3.0,0,0.0,5,5.0,2,2.5
2607,NS_GREEN,1,1.0,0,0.0,5,5.0,2,2.5
2608,NS_GREEN,1,1.0,0,0.0,5,5.0,2,2.5
2609,NS_GREEN,0,0.0,0,0.0,5,5.0,2,2.5
2610,NS_YELLOW,0,0.0,0,0.0,5,5.0,2,2.5
2611,NS_YELLOW,0,0.0,0,0.0,5,5.0,2,2.5
2612,NS_YELLOW,0,0.0,0,0.0,5,5.0,3,3.5
2613,NS_YELLOW,0,0.0,0,0.0,5,5.0,3,3.5
2614,EW_GREEN,1,1.0,0,0.0,4,4.0,3,3.5
2615,EW_GREEN,2,2.0,0,0.0,4,4.5,3,3.5
2616,EW_GREEN,2,2.0,0,0.0,3,3.5,2,2.5
2617,EW_GREEN,2,2.0,0,0.0,2,2.5,2,2.5
2618,EW_GREEN,2,2.0,0,0.0,2,2.5,1,1.0
2619,EW_GREEN,2,2.0,0,0.0,1,1.0,0,0.0
2620,EW_GREEN,2,2.0,1,1.0,1,1.0,0,0.0
2621,EW_GREEN,2,2.0,2,2.0,0,0.0,0,0.0
2622,EW_GREEN,2,2.0,3,3.0,0,0.0,0,0.0
2623,EW_GREEN,2,2.0,5,5.0,0,0.0,0,0.0
2624,EW_GREEN,2,2.0,5,5.0,0,0.0,0,0.0
2625,EW_GREEN,2,2.0,6,7.0,0,0.0,0,0.0
2626,EW_GREEN,3,3.0,7,8.0,0,0.0,0,0.0
2627,EW_GREEN,3,3.0,7,8.0,0,0.0,0,0.0
2628,EW_GREEN,3,3.0,7,8.0,0,0.0,1,1.0
2629,EW_GREEN,3,3.0,7,8.0,0,0.0,0,0.0
2630,EW_GREEN,3,3.0,8,9.0,0,0.0,0,0.0
2631,EW_GREEN,3,3.0,8,9.0,0,0.0,0,0.0
2632,EW_GREEN,4,6.0,8,9.0,0,0.0,0,0.0
2633,EW_GREEN,4,6.0,8,9.0,0,0.0,0,0.0
2634,EW_YELLOW,4,6.0,9,10.0,0,0.0,0,0.0
2635,EW_YELLOW,4,6.0,9,10.0,0,0.0,0,0.0
2636,EW_YELLOW,4,6.0,9,10.0,1,1.0,0,0.0
2637,EW_YELLOW,4,6.0,9,10.0,1,1.0,0,0.0
2638,NS_GREEN,3,5.0,9,11.0,1,1.0,0,0.0
2639,NS_GREEN,3,5.5,8,10.0,1,1.0,1,1.0
2640,NS_GREEN,2,4.5,7,9.0,1,1.0,1,1.0
2641,NS_GREEN,1,1.5,6,8.0,1,1.0,1,1.0
2642,NS_GREEN,0,0.0,5,7.0,1,1.0,1,1.0
2643,NS_GREEN,0,0.0,4,5.0,1,1.0,1,1.0
2644,NS_GREEN,0,0.0,3,4.0,1,1.0,1,1.0
2645,NS_GREEN,0,0.0,2,3.0,1,1.0,1,1.0
2646,NS_GREEN,0,0.0,1,2.0,2,2.5,1,1.0
2647,NS_GREEN,0,0.0,1,2.0,2,2.5,2,3.0
2648,NS_GREEN,0,0.0,0,0.0,2,2.5,2,3.0
2649,NS_GREEN,0,0.0,0,0.0,2,2.5,4,5.0
2650,NS_GREEN,0,0.0,1,1.5,2,2.5,4,5.0
2651,NS_GREEN,0,0.0,0,0.0,2,2.5,4,5.0
2652,NS_GREEN,0,0.0,0,0.0,2,2.5,4,5.0
2653,NS_GREEN,0,0.0,0,0.0,2,2.5,5,6.0
2654,NS_GREEN,0,0.0,0,0.0,2,2.5,5,6.0
2655,NS_GREEN,0,0.0,0,0.0,2,2.5,5,6.0
2656,NS_GREEN,0,0.0,0,0.0,2,2.5,6,7.5
2657,NS_GREEN,0,0.0,0,0.0,2,2.5,6,7.5
2658,NS_GREEN,0,0.0,0,0.0,2,2.5,6,7.5
2659,NS_GREEN,0,0.0,0,0.0,2,2.5,6,7.5
2660,NS_GREEN,1,1.0,0,0.0,3,3.5,6,7.5
2661,NS_GREEN,1,3.0,0,0.0,3,3.5,6,7.5
2662,NS_GREEN,0,0.0,0,0.0,3,3.5,6,7.5
2663,NS_YELLOW,0,0.0,0,0.0,3,3.5,6,7.5
2664,NS_YELLOW,0,0.0,1,2.0,3,3.5,8,11.5
2665,NS_YELLOW,0,0.0,1,2.0,4,5.0,8,11.5
2666,NS_YELLOW,1,1.0,2,5.0,4,5.0,8,11.5
2667,EW_GREEN,1,1.0,3,6.0,3,4.0,7,10.5
2668,EW_GREEN,1,1.0,3,6.0,2,2.5,6,8.5
2669,EW_GREEN,2,2.0,3,6.0,1,1.5,5,7.5
2670,EW_GREEN,2,2.0,3,6.0,0,0.0,4,6.5
2671,EW_GREEN,2,2.0,3,6.0,0,0.0,4,7.0
2672,EW_GREEN,2,2.0,3,6.0,0,0.0,3,5.5
2673,EW_GREEN,2,2.0,3,6.0,0,0.0,3,5.5
2674,EW_GREEN,2,2.0,4,7.0,0,0.0,2,2.5
2675,EW_GREEN,2,2.0,5,8.5,0,0.0,2,2.5
2676,EW_GREEN,2,2.0,5,8.5,0,0.0,1,1.5
2677,EW_GREEN,3,3.0,5,8.5,0,0.0,0,0.0
2678,EW_GREEN,3,3.0,5,8.5,0,0.0,0,0.0
2679,EW_GREEN,4,4.0,5,8.5,0,0.0,0,0.0
2680,EW_GREEN,4,4.0,6,9.5,0,0.0,0,0.0
2681,EW_GREEN,4,4.0,6,9.5,0,0.0,0,0.0
2682,EW_GREEN,4,4.0,6,9.5,0,0.0,0,0.0
2683,EW_GREEN,4,4.0,6,9.5,0,0.0,0,0.0
2684,EW_GREEN,4,4.0,6,9.5,0,0.0,0,0.0
2685,EW_GREEN,4,4.0,6,9.5,0,0.0,0,0.0
2686,EW_GREEN,4,4.0,7,10.5,0,0.0,0,0.0
2687,EW_GREEN,4,4.0,7,10.5,0,0.0,0,0.0
2688,EW_GREEN,5,5.0,7,10.5,0,0.0,0,0.0
2689,EW_YELLOW,5,5.0,8,13.5,0,0.0,0,0.0
2690,EW_YELLOW,5,5.0,8,13.5,0,0.0,0,0.0
2691,EW_YELLOW,5,5.0,8,13.5,0,0.0,0,0.0
2692,EW_YELLOW,5,5.0,8,13.5,0,0.0,1,1.0
2693,NS_GREEN,4,4.0,7,11.5,0,0.0,1,1.0
2694,NS_GREEN,3,3.0,6,8.5,0,0.0,1,1.0
2695,NS_GREEN,2,2.0,5,7.5,0,0.0,1,1.0
2696,NS_GREEN,1,1.0,4,6.5,0,0.0,1,1.0
2697,NS_GREEN,0,0.0,3,5.0,0,0.0,1,1.0
2698,NS_GREEN,0,0.0,2,4.0,0,0.0,1,1.0
2699,NS_GREEN,0,0.0,1,3.0,0,0.0,1,1.0
2700,NS_GREEN,0,0.0,0,0.0,0,0.0,1,1.0
2701,NS_GREEN,0,0.0,0,0.0,0,0.0,1,1.0
2702,NS_GREEN,0,0.0,0,0.0,0,0.0,2,4.0
2703,NS_GREEN,1,1.0,0,0.0,0,0.0,2,4.0
2704,NS_GREEN,0,0.0,0,0.0,0,0.0,2,4.0
2705,NS_GREEN,0,0.0,0,0.0,0,0.0,2,4.0
2706,NS_GREEN,0,0.0,0,0.0,0,0.0,2,4.0
2707,NS_GREEN,0,0.0,0,0.0,1,1.0,3,5.0
2708,NS_GREEN,0,0.0,0,0.0,2,2.0,3,5.0
2709,NS_GREEN,0,0.0,0,0.0,2,2.0,3,5.0
2710,NS_GREEN,0,0.0,0,0.0,2,2.0,3,5.0
2711,NS_GREEN,0,0.0,0,0.0,2,2.0,3,5.0
2712,NS_GREEN,0,0.0,0,0.0,2,2.0,3,5.0
2713,NS_GREEN,0,0.0,0,0.0,3,3.0,3,5.0
2714,NS_GREEN,0,0.0,0,0.0,4,4.0,4,6.0
2715,NS_GREEN,0,0.0,0,0.0,5,5.5,4,6.0
2716,NS_YELLOW,0,0.0,0,0.0,5,5.5,4,6.0
2717,NS_YELLOW,1,1.0,0,0.0,5,5.5,4,6.0
2718,NS_YELLOW,3,3.0,0,0.0,5,5.5,4,6.0
2719,NS_YELLOW,3,3.0,0,0.0,6,6.5,5,8.0
2720,EW_GREEN,3,3.0,1,1.0,5,5.5,4,7.0
2721,EW_GREEN,3,3.0,2,2.0,4,4.5,3,4.0
2722,EW_GREEN,3,3.0,2,2.0,3,3.5,2,3.0
2723,EW_GREEN,3,3.0,2,2.0,3,4.0,1,2.0
2724,EW_GREEN,3,3.0,3,3.0,2,2.5,0,0.0
2725,EW_GREEN,3,3.0,3,3.0,1,1.5,0,0.0
2726,EW_GREEN,3,3.0,4,4.0,0,0.0,0,0.0
2727,EW_GREEN,3,3.0,4,4.0,0,0.0,0,0.0
2728,EW_GREEN,3,3.0,6,6.0,0,0.0,0,0.0
2729,EW_GREEN,3,3.0,6,6.0,0,0.0,0,0.0
2730,EW_GREEN,3,3.0,6,6.0,0,0.0,0,0.0
2731,EW_GREEN,3,3.0,7,7.0,0,0.0,0,0.0
2732,EW_GREEN,3,3.0,7,7.0,0,0.0,0,0.0
2733,EW_GREEN,4,4.5,8,8.0,0,0.0,0,0.0
2734,EW_GREEN,4,4.5,8,8.0,0,0.0,0,0.0
2735,EW_GREEN,4,4.5,8,8.0,0,0.0,0,0.0
2736,EW_GREEN,4,4.5,8,8.0,0,0.0,0,0.0
2737,EW_GREEN,4,4.5,9,9.0,0,0.0,0,0.0
2738,EW_GREEN,4,4.5,11,12.0,0,0.0,0,0.0
2739,EW_GREEN,5,5.5,11,12.0,0,0.0,0,0.0
2740,EW_YELLOW,5,5.5,11,12.0,0,0.0,0,0.0
2741,EW_YELLOW,5,5.5,12,13.0,0,0.0,0,0.0
2742,EW_YELLOW,5,5.5,12,13.0,0,0.0,0,0.0
2743,EW_YELLOW,5,5.5,12,13.0,1,1.0,0,0.0
2744,NS_GREEN,4,4.5,12,15.0,1,1.0,0,0.0
2745,NS_GREEN,3,3.5,11,14.0,1,1.0,0,0.0
2746,NS_GREEN,2,2.5,10,13.0,1,1.0,0,0.0
2747,NS_GREEN,2,2.0,9,12.0,1,1.0,0,0.0
2748,NS_GREEN,1,1.0,8,11.0,3,4.0,0,0.0
2749,NS_GREEN,0,0.0,7,10.0,4,5.0,0,0.0
2750,NS_GREEN,0,0.0,7,10.0,4,5.0,0,0.0
2751,NS_GREEN,0,0.0,7,10.0,5,6.5,0,0.0
2752,NS_GREEN,0,0.0,6,9.0,5,6.5,0,0.0
2753,NS_GREEN,0,0.0,6,8.0,5,6.5,0,0.0
2754,NS_GREEN,0,0.0,5,7.0,5,6.5,0,0.0
2755,NS_GREEN,0,0.0,5,7.0,5,6.5,0,0.0
2756,NS_GREEN,0,0.0,5,5.0,6,7.5,0,0.0
2757,NS_GREEN,0,0.0,4,4.0,7,9.0,0,0.0
2758,NS_GREEN,0,0.0,3,3.0,8,10.0,0,0.0
2759,NS_GREEN,0,0.0,3,3.0,8,10.0,0,0.0
2760,NS_GREEN,0,0.0,2,2.0,10,12.0,0,0.0
2761,NS_GREEN,0,0.0,2,2.0,10,12.0,0,0.0
2762,NS_GREEN,0,0.0,1,1.0,10,12.0,0,0.0
2763,NS_GREEN,0,0.0,0,0.0,10,12.0,2,2.0
2764,NS_YELLOW,0,0.0,0,0.0,10,12.0,2,2.0
2765,NS_YELLOW,1,1.0,0,0.0,11,13.0,2,2.0
2766,NS_YELLOW,1,1.0,0,0.0,11,13.0,2,2.0
2767,NS_YELLOW,1,1.0,0,0.0,11,13.0,2,2.0
2768,EW_GREEN,2,2.0,0,0.0,10,12.0,1,1.0
2769,EW_GREEN,3,3.0,0,0.0,10,14.0,0,0.0
2770,EW_GREEN,3,3.0,0,0.0,9,12.0,0,0.0
2771,EW_GREEN,3,3.0,0,0.0,8,11.0,0,0.0
2772,EW_GREEN,4,4.0,1,1.0,8,10.5,0,0.0
2773,EW_GREEN,4,4.0,2,2.0,7,9.5,0,0.0
2774,EW_GREEN,4,4.0,3,3.0,6,8.0,0,0.0
2775,EW_GREEN,5,5.0,3,3.0,5,7.0,0,0.0
2776,EW_GREEN,6,6.0,3,3.0,4,6.0,0,0.0
2777,EW_GREEN,6,6.0,3,3.0,3,5.0,0,0.0
2778,EW_GREEN,6,6.0,4,4.0,2,4.0,0,0.0
2779,EW_GREEN,7,7.5,4,4.0,1,1.0,0,0.0
2780,EW_GREEN,7,7.5,4,4.0,1,1.0,0,0.0
2781,EW_GREEN,7,7.5,4,4.0,0,0.0,0,0.0
2782,EW_GREEN,7,7.5,4,4.0,0,0.0,0,0.0
2783,EW_GREEN,7,7.5,7,9.0,0,0.0,0,0.0
2784,EW_GREEN,7,7.5,8,10.5,0,0.0,0,0.0
2785,EW_GREEN,7,7.5,9,11.5,0,0.0,0,0.0
2786,EW_GREEN,9,9.5,9,11.5,0,0.0,0,0.0
2787,EW_GREEN,9,9.5,10,12.5,0,0.0,0,0.0
2788,EW_YELLOW,9,9.5,10,12.5,0,0.0,0,0.0
2789,EW_YELLOW,9,9.5,10,12.5,1,2.0,0,0.0
2790,EW_YELLOW,9,9.5,10,12.5,1,2.0,0,0.0
2791,EW_YELLOW,10,10.5,10,12.5,1,2.0,0,0.0
2792,NS_GREEN,9,9.5,9,11.5,1,2.0,0,0.0
2793,NS_GREEN,8,8.5,8,10.5,1,2.0,0,0.0
2794,NS_GREEN,7,7.5,7,9.5,1,2.0,0,0.0
2795,NS_GREEN,6,6.5,7,10.0,1,2.0,0,0.0
2796,NS_GREEN,5,5.5,6,9.0,2,4.0,0,0.0
2797,NS_GREEN,4,4.5,5,8.0,2,4.0,0,0.0
2798,NS_GREEN,3,3.0,4,5.0,2,4.0,0,0.0
2799,NS_GREEN,2,2.0,3,3.5,2,4.0,0,0.0
2800,NS_GREEN,1,1.0,2,2.5,2,4.0,0,0.0
2801,NS_GREEN,0,0.0,1,1.5,2,4.0,0,0.0
2802,NS_GREEN,0,0.0,0,0.0,2,4.0,0,0.0
2803,NS_GREEN,0,0.0,0,0.0,2,4.0,0,0.0
2804,NS_GREEN,0,0.0,0,0.0,2,4.0,1,1.0
2805,NS_GREEN,0,0.0,0,0.0,2,4.0,1,1.0
2806,NS_GREEN,0,0.0,0,0.0,2,4.0,1,1.0
2807,NS_GREEN,0,0.0,0,0.0,2,4.0,1,1.0
2808,NS_GREEN,0,0.0,0,0.0,2,4.0,1,1.0
2809,NS_GREEN,0,0.0,0,0.0,2,4.0,1,1.0
2810,NS_GREEN,0,0.0,0,0.0,2,4.0,1,1.0
2811,NS_GREEN,0,0.0,0,0.0,2,4.0,1,1.0
2812,NS_GREEN,0,0.0,0,0.0,2,4.0,1,1.0
2813,NS_GREEN,0,0.0,0,0.0,2,4.0,1,1.0
2814,NS_GREEN,0,0.0,0,0.0,2,4.0,1,1.0
2815,NS_GREEN,0,0.0,0,0.0,2,4.0,1,1.0
2816,NS_GREEN,0,0.0,0,0.0,2,4.0,1,1.0
2817,NS_GREEN,0,0.0,0,0.0,2,4.0,1,1.0
2818,NS_GREEN,0,0.0,0,0.0,2,4.0,3,4.0
