time,phase,queue_veh_N_Through,queue_pcu_N_Through,queue_veh_S_Through,queue_pcu_S_Through,queue_veh_E_Through,queue_pcu_E_Through,queue_veh_W_Through,queue_pcu_W_Through
2819,NS_GREEN,0,0.0,0,0.0,2,4.0,3,4.0
2820,NS_GREEN,0,0.0,0,0.0,2,4.0,3,4.0
2821,NS_YELLOW,0,0.0,0,0.0,4,7.0,3,4.0
2822,NS_YELLOW,0,0.0,1,1.0,4,7.0,3,4.0
2823,NS_YELLOW,0,0.0,1,1.0,4,7.0,3,4.0
2824,NS_YELLOW,0,0.0,1,1.0,5,8.0,3,4.0
2825,EW_GREEN,0,0.0,1,1.0,4,6.0,2,3.0
2826,EW_GREEN,0,0.0,1,1.0,3,4.0,1,1.5
2827,EW_GREEN,0,0.0,1,1.0,2,3.0,0,0.0
2828,EW_GREEN,0,0.0,2,2.0,1,1.0,0,0.0
2829,EW_GREEN,0,0.0,2,2.0,0,0.0,0,0.0
2830,EW_GREEN,1,1.0,2,2.0,0,0.0,0,0.0
2831,EW_GREEN,1,1.0,2,2.0,0,0.0,0,0.0
2832,EW_GREEN,1,1.0,2,2.0,0,0.0,0,0.0
2833,EW_GREEN,1,1.0,2,2.0,0,0.0,0,0.0
2834,EW_GREEN,1,1.0,2,2.0,0,0.0,0,0.0
2835,EW_GREEN,2,2.5,2,2.0,0,0.0,0,0.0
2836,EW_GREEN,2,2.5,3,5.0,0,0.0,0,0.0
2837,EW_GREEN,2,2.5,3,5.0,0,0.0,0,0.0
2838,EW_GREEN,2,2.5,5,7.5,0,0.0,0,0.0
2839,EW_GREEN,3,3.5,6,8.5,0,0.0,0,0.0
2840,EW_GREEN,3,3.5,6,8.5,0,0.0,0,0.0
2841,EW_GREEN,5,6.0,6,8.5,0,0.0,0,0.0
2842,EW_GREEN,5,6.0,6,8.5,0,0.0,0,0.0
2843,EW_GREEN,5,6.0,6,8.5,0,0.0,0,0.0
2844,EW_GREEN,5,6.0,6,8.5,0,0.0,0,0.0
2845,EW_YELLOW,5,6.0,6,8.5,0,0.0,0,0.0
2846,EW_YELLOW,6,7.0,6,8.5,1,1.0,0,0.0
2847,EW_YELLOW,6,7.0,7,9.5,1,1.0,0,0.0
2848,EW_YELLOW,6,7.0,7,9.5,1,1.0,0,0.0
2849,NS_GREEN,5,6.0,7,9.5,1,1.0,0,0.0
2850,NS_GREEN,4,4.5,6,8.5,1,1.0,1,1.5
2851,NS_GREEN,3,3.5,5,5.5,1,1.0,1,1.5
2852,NS_GREEN,2,2.5,4,4.0,2,2.5,1,1.5
2853,NS_GREEN,1,1.0,3,3.0,3,3.5,1,1.5
2854,NS_GREEN,0,0.0,2,2.0,4,4.5,1,1.5
2855,NS_GREEN,0,0.0,1,1.0,4,4.5,1,1.5
2856,NS_GREEN,0,0.0,0,0.0,4,4.5,1,1.5
2857,NS_GREEN,0,0.0,0,0.0,4,4.5,1,1.5
2858,NS_GREEN,0,0.0,0,0.0,4,4.5,1,1.5
2859,NS_GREEN,0,0.0,0,0.0,4,4.5,1,1.5
2860,NS_GREEN,0,0.0,1,3.0,4,4.5,2,2.5
2861,NS_GREEN,0,0.0,0,0.0,4,4.5,2,2.5
2862,NS_GREEN,0,0.0,0,0.0,4,4.5,2,2.5
2863,NS_GREEN,1,1.0,0,0.0,4,4.5,3,3.5
2864,NS_GREEN,0,0.0,0,0.0,4,4.5,4,5.0
2865,NS_GREEN,0,0.0,0,0.0,4,4.5,4,5.0
2866,NS_GREEN,0,0.0,0,0.0,4,4.5,4,5.0
2867,NS_GREEN,0,0.0,0,0.0,4,4.5,4,5.0
2868,NS_GREEN,0,0.0,0,0.0,4,4.5,4,5.0
2869,NS_GREEN,0,0.0,0,0.0,4,4.5,4,5.0
2870,NS_GREEN,0,0.0,0,0.0,4,4.5,4,5.0
2871,NS_YELLOW,0,0.0,0,0.0,5,5.5,4,5.0
2872,NS_YELLOW,1,2.0,0,0.0,6,7.0,4,5.0
2873,NS_YELLOW,1,2.0,0,0.0,7,8.0,4,5.0
2874,NS_YELLOW,1,2.0,1,1.0,7,8.0,4,5.0
2875,EW_GREEN,2,3.5,1,1.0,6,7.0,3,3.5
2876,EW_GREEN,2,3.5,2,2.0,5,5.5,2,2.5
2877,EW_GREEN,2,3.5,2,2.0,4,4.5,1,1.5
2878,EW_GREEN,3,4.5,2,2.0,3,3.5,0,0.0
2879,EW_GREEN,4,5.5,2,2.0,2,2.5,0,0.0
2880,EW_GREEN,4,5.5,4,4.0,1,1.0,0,0.0
2881,EW_GREEN,5,6.5,4,4.0,0,0.0,0,0.0
2882,EW_GREEN,5,6.5,4,4.0,0,0.0,0,0.0
2883,EW_GREEN,5,6.5,4,4.0,0,0.0,0,0.0
2884,EW_GREEN,5,6.5,4,4.0,0,0.0,0,0.0
2885,EW_GREEN,6,7.5,5,5.0,0,0.0,0,0.0
2886,EW_GREEN,6,7.5,5,5.0,0,0.0,0,0.0
2887,EW_GREEN,7,9.0,5,5.0,0,0.0,0,0.0
2888,EW_GREEN,7,9.0,5,5.0,0,0.0,0,0.0
2889,EW_GREEN,7,9.0,5,5.0,0,0.0,0,0.0
2890,EW_GREEN,7,9.0,5,5.0,0,0.0,0,0.0
2891,EW_GREEN,7,9.0,5,5.0,0,0.0,0,0.0
2892,EW_GREEN,7,9.0,5,5.0,0,0.0,0,0.0
2893,EW_GREEN,7,9.0,6,7.0,0,0.0,0,0.0
2894,EW_GREEN,7,9.0,7,9.0,0,0.0,0,0.0
2895,EW_GREEN,7,9.0,9,11.0,0,0.0,0,0.0
2896,EW_YELLOW,8,10.0,9,11.0,0,0.0,0,0.0
2897,EW_YELLOW,8,10.0,9,11.0,0,0.0,0,0.0
2898,EW_YELLOW,8,10.0,9,11.0,0,0.0,0,0.0
2899,EW_YELLOW,8,10.0,9,11.0,0,0.0,0,0.0
2900,NS_GREEN,7,8.0,8,10.0,1,1.5,1,1.0
2901,NS_GREEN,6,6.5,7,9.0,2,2.5,1,1.0
2902,NS_GREEN,5,5.5,6,8.0,2,2.5,1,1.0
2903,NS_GREEN,4,4.5,6,8.5,2,2.5,1,1.0
2904,NS_GREEN,3,3.5,5,7.5,2,2.5,1,1.0
2905,NS_GREEN,2,2.5,4,5.5,2,2.5,1,1.0
2906,NS_GREEN,1,1.0,3,3.5,2,2.5,1,1.0
2907,NS_GREEN,1,1.5,2,2.5,2,2.5,1,1.0
2908,NS_GREEN,0,0.0,1,1.5,2,2.5,1,1.0
2909,NS_GREEN,0,0.0,0,0.0,2,2.5,1,1.0
2910,NS_GREEN,0,0.0,0,0.0,3,5.5,1,1.0
2911,NS_GREEN,0,0.0,0,0.0,3,5.5,1,1.0
2912,NS_GREEN,0,0.0,0,0.0,3,5.5,1,1.0
2913,NS_GREEN,0,0.0,0,0.0,3,5.5,1,1.0
2914,NS_GREEN,0,0.0,0,0.0,3,5.5,1,1.0
2915,NS_GREEN,1,1.5,0,0.0,3,5.5,1,1.0
2916,NS_GREEN,0,0.0,0,0.0,3,5.5,1,1.0
2917,NS_GREEN,0,0.0,0,0.0,4,6.5,1,1.0
2918,NS_GREEN,0,0.0,0,0.0,4,6.5,1,1.0
2919,NS_GREEN,0,0.0,0,0.0,4,6.5,1,1.0
2920,NS_GREEN,0,0.0,0,0.0,4,6.5,1,1.0
2921,NS_GREEN,1,1.0,0,0.0,4,6.5,1,1.0
2922,NS_GREEN,0,0.0,0,0.0,4,6.5,1,1.0
2923,NS_GREEN,0,0.0,0,0.0,4,6.5,1,1.0
2924,NS_GREEN,0,0.0,0,0.0,4,6.5,1,1.0
2925,NS_GREEN,0,0.0,0,0.0,4,6.5,1,1.0
2926,NS_GREEN,0,0.0,0,0.0,4,6.5,1,1.0
2927,NS_GREEN,0,0.0,0,0.0,4,6.5,1,1.0
2928,NS_GREEN,0,0.0,0,0.0,4,6.5,1,1.0
2929,NS_YELLOW,0,0.0,0,0.0,4,6.5,2,4.0
2930,NS_YELLOW,0,0.0,1,1.0,5,7.5,2,4.0
2931,NS_YELLOW,0,0.0,1,1.0,5,7.5,3,5.0
2932,NS_YELLOW,0,0.0,1,1.0,6,8.5,3,5.0
2933,EW_GREEN,0,0.0,1,1.0,5,7.0,2,4.0
2934,EW_GREEN,0,0.0,1,1.0,5,7.0,1,1.0
2935,EW_GREEN,0,0.0,1,1.0,4,4.0,2,2.0
2936,EW_GREEN,0,0.0,3,3.0,3,3.0,1,1.0
2937,EW_GREEN,0,0.0,3,3.0,2,2.0,0,0.0
2938,EW_GREEN,0,0.0,3,3.0,1,1.0,0,0.0
2939,EW_GREEN,0,0.0,3,3.0,0,0.0,0,0.0
2940,EW_GREEN,0,0.0,3,3.0,0,0.0,0,0.0
2941,EW_GREEN,0,0.0,4,4.0,0,0.0,0,0.0
2942,EW_GREEN,0,0.0,4,4.0,0,0.0,0,0.0
2943,EW_GREEN,0,0.0,5,5.0,0,0.0,0,0.0
2944,EW_GREEN,1,1.5,5,5.0,0,0.0,0,0.0
2945,EW_GREEN,1,1.5,6,6.0,0,0.0,0,0.0
2946,EW_GREEN,1,1.5,8,8.0,0,0.0,0,0.0
2947,EW_GREEN,1,1.5,8,8.0,0,0.0,0,0.0
2948,EW_GREEN,1,1.5,8,8.0,0,0.0,0,0.0
2949,EW_GREEN,1,1.5,8,8.0,0,0.0,0,0.0
2950,EW_GREEN,1,1.5,8,8.0,0,0.0,0,0.0
2951,EW_GREEN,1,1.5,9,9.0,0,0.0,0,0.0
2952,EW_GREEN,1,1.5,9,9.0,0,0.0,0,0.0
2953,EW_GREEN,1,1.5,9,9.0,0,0.0,0,0.0
2954,EW_YELLOW,1,1.5,9,9.0,0,0.0,0,0.0
2955,EW_YELLOW,2,2.5,9,9.0,0,0.0,0,0.0
2956,EW_YELLOW,2,2.5,11,13.0,0,0.0,0,0.0
2957,EW_YELLOW,2,2.5,11,13.0,0,0.0,0,0.0
2958,NS_GREEN,1,1.0,10,12.0,0,0.0,0,0.0
2959,NS_GREEN,1,2.0,9,11.0,0,0.0,0,0.0
2960,NS_GREEN,2,2.0,9,11.0,0,0.0,0,0.0
2961,NS_GREEN,1,1.0,9,11.0,0,0.0,0,0.0
2962,NS_GREEN,0,0.0,8,10.0,0,0.0,0,0.0
2963,NS_GREEN,0,0.0,7,9.0,1,1.0,0,0.0
2964,NS_GREEN,0,0.0,6,8.0,1,1.0,0,0.0
2965,NS_GREEN,1,1.0,5,7.0,1,1.0,0,0.0
2966,NS_GREEN,1,1.0,4,6.0,1,1.0,1,2.0
2967,NS_GREEN,0,0.0,3,3.0,1,1.0,1,2.0
2968,NS_GREEN,0,0.0,2,2.0,1,1.0,1,2.0
2969,NS_GREEN,0,0.0,2,2.0,1,1.0,1,2.0
2970,NS_GREEN,0,0.0,2,2.0,1,1.0,1,2.0
2971,NS_GREEN,0,0.0,2,2.0,1,1.0,1,2.0
2972,NS_GREEN,0,0.0,1,1.0,1,1.0,1,2.0
2973,NS_GREEN,0,0.0,0,0.0,1,1.0,1,2.0
2974,NS_GREEN,0,0.0,0,0.0,1,1.0,1,2.0
2975,NS_GREEN,0,0.0,0,0.0,1,1.0,1,2.0
2976,NS_GREEN,0,0.0,0,0.0,1,1.0,1,2.0
2977,NS_GREEN,0,0.0,0,0.0,1,1.0,1,2.0
2978,NS_GREEN,0,0.0,0,0.0,1,1.0,1,2.0
2979,NS_GREEN,0,0.0,0,0.0,1,1.0,1,2.0
2980,NS_GREEN,0,0.0,0,0.0,1,1.0,1,2.0
2981,NS_GREEN,0,0.0,0,0.0,1,1.0,1,2.0
2982,NS_GREEN,0,0.0,0,0.0,1,1.0,1,2.0
2983,NS_GREEN,0,0.0,0,0.0,1,1.0,1,2.0
2984,NS_GREEN,0,0.0,0,0.0,1,1.0,1,2.0
2985,NS_GREEN,0,0.0,0,0.0,1,1.0,2,3.0
2986,NS_GREEN,0,0.0,0,0.0,1,1.0,2,3.0
2987,NS_GREEN,0,0.0,0,0.0,1,1.0,2,3.0
2988,NS_GREEN,0,0.0,0,0.0,1,1.0,2,3.0
2989,NS_GREEN,0,0.0,0,0.0,1,1.0,2,3.0
2990,NS_GREEN,0,0.0,0,0.0,1,1.0,2,3.0
2991,NS_GREEN,0,0.0,0,0.0,1,1.0,3,6.0
2992,NS_GREEN,0,0.0,0,0.0,1,1.0,3,6.0
2993,NS_GREEN,0,0.0,0,0.0,1,1.0,3,6.0
2994,NS_GREEN,1,1.0,0,0.0,1,1.0,4,7.0
2995,NS_GREEN,1,2.0,0,0.0,1,1.0,4,7.0
2996,NS_GREEN,0,0.0,0,0.0,1,1.0,4,7.0
2997,NS_GREEN,0,0.0,0,0.0,1,1.0,4,7.0
2998,NS_GREEN,0,0.0,0,0.0,1,1.0,4,7.0
2999,NS_GREEN,0,0.0,0,0.0,1,1.0,4,7.0
3000,NS_GREEN,0,0.0,0,0.0,1,1.0,4,7.0
3001,NS_YELLOW,0,0.0,0,0.0,1,1.0,5,8.0
3002,NS_YELLOW,0,0.0,0,0.0,1,1.0,5,8.0
3003,NS_YELLOW,0,0.0,0,0.0,2,2.0,5,8.0
3004,NS_YELLOW,1,1.0,0,0.0,3,3.0,5,8.0
3005,EW_GREEN,1,1.0,0,0.0,2,2.0,4,6.0
3006,EW_GREEN,1,1.0,0,0.0,1,1.0,3,5.0
3007,EW_GREEN,2,2.0,0,0.0,0,0.0,2,2.0
3008,EW_GREEN,2,2.0,1,1.0,0,0.0,1,1.0
3009,EW_GREEN,2,2.0,3,3.0,0,0.0,0,0.0
3010,EW_GREEN,3,3.0,4,4.0,0,0.0,0,0.0
3011,EW_GREEN,3,3.0,4,4.0,0,0.0,0,0.0
3012,EW_GREEN,3,3.0,4,4.0,0,0.0,0,0.0
3013,EW_GREEN,3,3.0,5,5.0,0,0.0,0,0.0
3014,EW_GREEN,3,3.0,5,5.0,0,0.0,0,0.0
3015,EW_GREEN,3,3.0,5,5.0,0,0.0,0,0.0
3016,EW_GREEN,4,4.0,5,5.0,0,0.0,0,0.0
3017,EW_GREEN,4,4.0,5,5.0,0,0.0,0,0.0
3018,EW_GREEN,5,5.0,5,5.0,0,0.0,0,0.0
3019,EW_GREEN,5,5.0,5,5.0,0,0.0,0,0.0
3020,EW_GREEN,5,5.0,5,5.0,0,0.0,0,0.0
3021,EW_GREEN,5,5.0,5,5.0,0,0.0,0,0.0
3022,EW_GREEN,5,5.0,5,5.0,0,0.0,0,0.0
3023,EW_GREEN,5,5.0,5,5.0,0,0.0,0,0.0
3024,EW_GREEN,5,5.0,5,5.0,0,0.0,0,0.0
3025,EW_YELLOW,5,5.0,5,5.0,0,0.0,0,0.0
3026,EW_YELLOW,5,5.0,5,5.0,0,0.0,0,0.0
3027,EW_YELLOW,5,5.0,5,5.0,0,0.0,0,0.0
3028,EW_YELLOW,6,6.0,5,5.0,0,0.0,0,0.0
3029,NS_GREEN,5,5.0,5,5.0,0,0.0,0,0.0
3030,NS_GREEN,4,4.0,4,4.0,1,1.0,0,0.0
3031,NS_GREEN,3,3.0,3,3.0,1,1.0,0,0.0
3032,NS_GREEN,2,2.0,2,2.0,1,1.0,2,2.0
3033,NS_GREEN,2,2.0,1,1.0,3,3.0,2,2.0
3034,NS_GREEN,1,1.0,0,0.0,3,3.0,2,2.0
3035,NS_GREEN,0,0.0,0,0.0,3,3.0,2,2.0
3036,NS_GREEN,0,0.0,0,0.0,3,3.0,2,2.0
3037,NS_GREEN,0,0.0,0,0.0,3,3.0,2,2.0
3038,NS_GREEN,0,0.0,0,0.0,3,3.0,2,2.0
3039,NS_GREEN,0,0.0,0,0.0,3,3.0,2,2.0
3040,NS_GREEN,0,0.0,0,0.0,3,3.0,3,3.0
3041,NS_GREEN,0,0.0,0,0.0,3,3.0,3,3.0
3042,NS_GREEN,0,0.0,0,0.0,3,3.0,3,3.0
3043,NS_GREEN,0,0.0,0,0.0,4,4.0,3,3.0
3044,NS_GREEN,0,0.0,0,0.0,4,4.0,3,3.0
3045,NS_GREEN,0,0.0,0,0.0,4,4.0,4,4.5
3046,NS_GREEN,0,0.0,0,0.0,4,4.0,4,4.5
3047,NS_GREEN,0,0.0,0,0.0,4,4.0,4,4.5
3048,NS_GREEN,0,0.0,1,1.0,4,4.0,4,4.5
3049,NS_GREEN,0,0.0,0,0.0,4,4.0,4,4.5
3050,NS_YELLOW,0,0.0,0,0.0,4,4.0,4,4.5
3051,NS_YELLOW,0,0.0,0,0.0,4,4.0,4,4.5
3052,NS_YELLOW,0,0.0,1,1.0,4,4.0,4,4.5
3053,NS_YELLOW,0,0.0,2,2.5,4,4.0,5,5.5
3054,EW_GREEN,0,0.0,2,2.5,3,3.0,4,4.5
3055,EW_GREEN,1,1.0,2,2.5,2,2.0,3,3.5
3056,EW_GREEN,2,2.0,2,2.5,2,2.5,2,2.5
3057,EW_GREEN,2,2.0,2,2.5,1,1.5,3,3.0
3058,EW_GREEN,2,2.0,3,3.5,1,1.0,2,2.0
3059,EW_GREEN,3,3.0,4,5.0,0,0.0,1,1.0
3060,EW_GREEN,3,3.0,4,5.0,0,0.0,0,0.0
3061,EW_GREEN,3,3.0,4,5.0,0,0.0,0,0.0
3062,EW_GREEN,3,3.0,4,5.0,0,0.0,0,0.0
3063,EW_GREEN,3,3.0,4,5.0,0,0.0,0,0.0
3064,EW_GREEN,3,3.0,4,5.0,0,0.0,0,0.0
3065,EW_GREEN,3,3.0,5,6.0,0,0.0,0,0.0
3066,EW_GREEN,3,3.0,6,7.0,0,0.0,0,0.0
3067,EW_GREEN,3,3.0,6,7.0,0,0.0,0,0.0
3068,EW_GREEN,3,3.0,7,8.0,0,0.0,0,0.0
3069,EW_GREEN,3,3.0,7,8.0,0,0.0,0,0.0
3070,EW_GREEN,3,3.0,7,8.0,0,0.0,0,0.0
3071,EW_GREEN,3,3.0,7,8.0,0,0.0,0,0.0
3072,EW_GREEN,3,3.0,7,8.0,0,0.0,0,0.0
3073,EW_GREEN,4,4.0,8,9.5,0,0.0,0,0.0
3074,EW_YELLOW,4,4.0,8,9.5,0,0.0,0,0.0
3075,EW_YELLOW,4,4.0,8,9.5,1,1.0,0,0.0
3076,EW_YELLOW,4,4.0,9,10.5,1,1.0,0,0.0
3077,EW_YELLOW,4,4.0,9,10.5,1,1.0,0,0.0
3078,NS_GREEN,3,3.0,8,9.5,1,1.0,0,0.0
3079,NS_GREEN,2,2.0,7,8.0,1,1.0,0,0.0
3080,NS_GREEN,1,1.0,6,7.0,1,1.0,0,0.0
3081,NS_GREEN,0,0.0,5,5.5,1,1.0,0,0.0
3082,NS_GREEN,0,0.0,5,6.5,1,1.0,0,0.0
3083,NS_GREEN,0,0.0,4,5.5,1,1.0,0,0.0
3084,NS_GREEN,0,0.0,3,4.5,1,1.0,1,1.0
3085,NS_GREEN,0,0.0,2,3.0,1,1.0,1,1.0
3086,NS_GREEN,0,0.0,1,2.0,1,1.0,2,2.0
3087,NS_GREEN,0,0.0,0,0.0,2,3.0,2,2.0
3088,NS_GREEN,0,0.0,0,0.0,3,4.0,2,2.0
3089,NS_GREEN,0,0.0,0,0.0,3,4.0,2,2.0
3090,NS_GREEN,0,0.0,0,0.0,4,5.0,2,2.0
3091,NS_GREEN,0,0.0,0,0.0,4,5.0,3,3.0
3092,NS_GREEN,0,0.0,0,0.0,4,5.0,3,3.0
3093,NS_GREEN,0,0.0,0,0.0,4,5.0,3,3.0
3094,NS_GREEN,0,0.0,0,0.0,4,5.0,3,3.0
3095,NS_GREEN,0,0.0,0,0.0,4,5.0,3,3.0
3096,NS_GREEN,0,0.0,0,0.0,4,5.0,3,3.0
3097,NS_GREEN,0,0.0,0,0.0,5,6.5,3,3.0
3098,NS_GREEN,0,0.0,0,0.0,5,6.5,3,3.0
3099,NS_YELLOW,0,0.0,0,0.0,5,6.5,3,3.0
3100,NS_YELLOW,1,1.0,0,0.0,5,6.5,4,5.0
3101,NS_YELLOW,1,1.0,0,0.0,5,6.5,4,5.0
3102,NS_YELLOW,1,1.0,0,0.0,5,6.5,4,5.0
3103,EW_GREEN,1,1.0,0,0.0,6,7.5,3,4.0
3104,EW_GREEN,1,1.0,0,0.0,5,5.5,2,3.0
3105,EW_GREEN,1,1.0,0,0.0,4,4.5,1,2.0
3106,EW_GREEN,1,1.0,0,0.0,4,4.5,0,0.0
3107,EW_GREEN,1,1.0,0,0.0,4,4.0,0,0.0
3108,EW_GREEN,2,2.0,0,0.0,3,3.0,0,0.0
3109,EW_GREEN,2,2.0,0,0.0,3,4.0,0,0.0
3110,EW_GREEN,2,2.0,1,1.5,2,3.0,0,0.0
3111,EW_GREEN,2,2.0,1,1.5,1,2.0,0,0.0
3112,EW_GREEN,2,2.0,2,2.5,0,0.0,0,0.0
3113,EW_GREEN,3,3.0,2,2.5,0,0.0,0,0.0
3114,EW_GREEN,3,3.0,3,5.5,0,0.0,0,0.0
3115,EW_GREEN,3,3.0,4,6.5,0,0.0,0,0.0
3116,EW_GREEN,3,3.0,4,6.5,0,0.0,0,0.0
3117,EW_GREEN,4,4.0,4,6.5,0,0.0,0,0.0
3118,EW_GREEN,5,5.0,4,6.5,0,0.0,0,0.0
3119,EW_GREEN,5,5.0,4,6.5,0,0.0,0,0.0
3120,EW_GREEN,5,5.0,4,6.5,0,0.0,0,0.0
3121,EW_GREEN,5,5.0,4,6.5,0,0.0,0,0.0
3122,EW_GREEN,5,5.0,5,7.5,0,0.0,0,0.0
3123,EW_YELLOW,5,5.0,5,7.5,0,0.0,0,0.0
3124,EW_YELLOW,5,5.0,5,7.5,0,0.0,0,0.0
3125,EW_YELLOW,5,5.0,6,9.5,0,0.0,0,0.0
3126,EW_YELLOW,6,6.0,6,9.5,1,1.5,0,0.0
3127,NS_GREEN,5,5.0,5,8.0,1,1.5,0,0.0
3128,NS_GREEN,4,4.0,4,7.0,1,1.5,0,0.0
3129,NS_GREEN,3,3.0,3,4.0,1,1.5,0,0.0
3130,NS_GREEN,2,2.0,4,5.0,1,1.5,1,1.0
3131,NS_GREEN,1,1.0,5,6.5,1,1.5,1,1.0
3132,NS_GREEN,0,0.0,5,5.5,1,1.5,1,1.0
3133,NS_GREEN,0,0.0,5,7.5,1,1.5,1,1.0
3134,NS_GREEN,0,0.0,4,6.5,1,1.5,2,2.0
3135,NS_GREEN,0,0.0,4,6.5,2,2.5,2,2.0
3136,NS_GREEN,0,0.0,3,5.0,2,2.5,2,2.0
3137,NS_GREEN,0,0.0,2,4.0,2,2.5,2,2.0
3138,NS_GREEN,0,0.0,1,1.0,2,2.5,3,3.0
3139,NS_GREEN,0,0.0,0,0.0,2,2.5,3,3.0
3140,NS_GREEN,0,0.0,0,0.0,2,2.5,3,3.0
3141,NS_GREEN,0,0.0,0,0.0,2,2.5,3,3.0
3142,NS_GREEN,0,0.0,0,0.0,2,2.5,4,5.0
3143,NS_GREEN,0,0.0,0,0.0,2,2.5,4,5.0
3144,NS_GREEN,0,0.0,0,0.0,2,2.5,4,5.0
3145,NS_GREEN,0,0.0,0,0.0,2,2.5,4,5.0
3146,NS_GREEN,0,0.0,0,0.0,2,2.5,4,5.0
3147,NS_YELLOW,0,0.0,0,0.0,2,2.5,4,5.0
3148,NS_YELLOW,0,0.0,0,0.0,2,2.5,4,5.0
3149,NS_YELLOW,0,0.0,0,0.0,3,3.5,4,5.0
3150,NS_YELLOW,0,0.0,0,0.0,3,3.5,4,5.0
3151,EW_GREEN,0,0.0,0,0.0,2,2.0,3,4.0
3152,EW_GREEN,0,0.0,0,0.0,1,1.0,2,3.0
3153,EW_GREEN,2,2.0,0,0.0,1,1.0,1,2.0
3154,EW_GREEN,2,2.0,0,0.0,0,0.0,0,0.0
3155,EW_GREEN,2,2.0,0,0.0,0,0.0,0,0.0
3156,EW_GREEN,2,2.0,0,0.0,0,0.0,1,1.0
3157,EW_GREEN,2,2.0,2,2.0,0,0.0,0,0.0
3158,EW_GREEN,2,2.0,2,2.0,0,0.0,0,0.0
3159,EW_GREEN,2,2.0,2,2.0,0,0.0,0,0.0
3160,EW_GREEN,2,2.0,2,2.0,0,0.0,0,0.0
3161,EW_GREEN,2,2.0,2,2.0,0,0.0,0,0.0
3162,EW_GREEN,3,4.0,2,2.0,0,0.0,0,0.0
3163,EW_GREEN,3,4.0,2,2.0,0,0.0,0,0.0
3164,EW_GREEN,3,4.0,3,3.0,0,0.0,0,0.0
3165,EW_GREEN,3,4.0,3,3.0,0,0.0,0,0.0
3166,EW_GREEN,4,5.0,3,3.0,0,0.0,0,0.0
3167,EW_GREEN,5,6.0,3,3.0,0,0.0,0,0.0
3168,EW_GREEN,5,6.0,3,3.0,0,0.0,0,0.0
3169,EW_GREEN,5,6.0,3,3.0,0,0.0,0,0.0
3170,EW_GREEN,5,6.0,3,3.0,0,0.0,0,0.0
3171,EW_YELLOW,5,6.0,3,3.0,0,0.0,0,0.0
3172,EW_YELLOW,5,6.0,4,4.0,0,0.0,0,0.0
3173,EW_YELLOW,5,6.0,4,4.0,1,2.0,1,1.0
3174,EW_YELLOW,5,6.0,4,4.0,1,2.0,2,2.0
3175,NS_GREEN,4,5.0,3,3.0,1,2.0,2,2.0
3176,NS_GREEN,3,4.0,2,2.0,1,2.0,2,2.0
3177,NS_GREEN,2,2.0,1,1.0,1,2.0,2,2.0
3178,NS_GREEN,1,1.0,0,0.0,1,2.0,2,2.0
3179,NS_GREEN,0,0.0,0,0.0,1,2.0,2,2.0
3180,NS_GREEN,0,0.0,0,0.0,1,2.0,2,2.0
3181,NS_GREEN,1,1.0,0,0.0,2,3.0,2,2.0
3182,NS_GREEN,0,0.0,0,0.0,2,3.0,2,2.0
3183,NS_GREEN,1,1.0,0,0.0,2,3.0,3,3.5
3184,NS_GREEN,0,0.0,0,0.0,2,3.0,3,3.5
3185,NS_GREEN,0,0.0,0,0.0,2,3.0,3,3.5
3186,NS_GREEN,0,0.0,0,0.0,2,3.0,4,4.5
3187,NS_GREEN,0,0.0,0,0.0,2,3.0,4,4.5
3188,NS_GREEN,0,0.0,0,0.0,2,3.0,5,5.5
3189,NS_GREEN,0,0.0,0,0.0,2,3.0,5,5.5
3190,NS_GREEN,0,0.0,0,0.0,2,3.0,5,5.5
3191,NS_GREEN,0,0.0,0,0.0,2,3.0,6,6.5
3192,NS_GREEN,0,0.0,0,0.0,2,3.0,6,6.5
3193,NS_GREEN,0,0.0,0,0.0,2,3.0,6,6.5
3194,NS_GREEN,0,0.0,1,2.0,2,3.0,6,6.5
3195,NS_GREEN,0,0.0,0,0.0,3,6.0,6,6.5
3196,NS_YELLOW,0,0.0,0,0.0,3,6.0,6,6.5
3197,NS_YELLOW,1,1.0,0,0.0,3,6.0,6,6.5
3198,NS_YELLOW,1,1.0,1,1.5,4,7.0,6,6.5
3199,NS_YELLOW,1,1.0,1,1.5,5,8.0,6,6.5
3200,EW_GREEN,1,1.0,1,1.5,5,7.0,5,5.5
3201,EW_GREEN,1,1.0,1,1.5,5,7.0,4,4.5
3202,EW_GREEN,1,1.0,1,1.5,5,5.0,4,4.0
3203,EW_GREEN,1,1.0,1,1.5,4,4.0,3,3.0
3204,EW_GREEN,1,1.0,1,1.5,3,3.0,2,2.0
3205,EW_GREEN,1,1.0,1,1.5,2,2.0,1,1.0
3206,EW_GREEN,1,1.0,1,1.5,1,1.0,0,0.0
3207,EW_GREEN,1,1.0,1,1.5,0,0.0,0,0.0
3208,EW_GREEN,1,1.0,1,1.5,0,0.0,0,0.0
3209,EW_GREEN,1,1.0,2,3.5,0,0.0,0,0.0
3210,EW_GREEN,2,2.0,3,4.5,0,0.0,0,0.0
3211,EW_GREEN,2,2.0,3,4.5,0,0.0,0,0.0
3212,EW_GREEN,3,3.0,4,5.5,0,0.0,0,0.0
3213,EW_GREEN,3,3.0,4,5.5,0,0.0,0,0.0
